country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,profit_margin,expense_ratio,age_per_year_business,Target,ID
0.0,36.0,2.0,2.0,1.0,1.0,1.0,1500.0,1100.0,2500.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,0.56,0.7333333333333333,12.0,Low,ID_DITN5K
3.0,41.0,2.0,1.0,1.0,1.0,2.0,200.0,2880.0,5400.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,9.0,4.0,3.0,1.0,3.0,3.0,0.4666666666666667,14.4,10.25,Low,ID_RNUTPC
1.0,47.0,2.0,1.0,1.0,0.0,2.0,13000.0,15000.0,140000.0,6.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.8928571428571429,1.1538461538461537,7.833333333333333,Low,ID_AMNJ8P
3.0,43.0,1.0,1.0,1.0,1.0,1.0,250.0,480.0,1080.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,0.5555555555555556,1.92,10.75,Medium,ID_LCUFVJ
3.0,32.0,2.0,2.0,0.0,1.0,2.0,350.0,3000.0,6000.0,6.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.5,1.2857142857142858,5.333333333333333,Low,ID_P1KFV4
3.0,34.0,2.0,2.0,0.0,1.0,2.0,400.0,1800.0,2400.0,6.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,7.0,3.0,2.0,1.0,3.0,3.0,0.25,4.5,5.666666666666667,Medium,ID_GMTQ0H
0.0,31.0,2.0,1.0,1.0,1.0,2.0,2000.0,60000.0,83250.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,3.0,0.27927927927927926,30.0,7.75,Low,ID_TZK3NY
0.0,36.0,2.0,2.0,1.0,2.0,2.0,2000.0,2500.0,5400.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,3.0,2.0,1.0,5.0,3.0,0.5370370370370371,1.25,12.0,Low,ID_65R96K
2.0,28.0,0.0,2.0,1.0,2.0,2.0,80000.0,25000.0,10000.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,-1.5,0.3125,2.3333333333333335,Low,ID_1AYAQR
3.0,57.0,2.0,1.0,1.0,1.0,2.0,1500.0,9600.0,18000.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,0.4666666666666667,6.4,8.2,Low,ID_1PV9FA
0.0,32.0,2.0,2.0,1.0,1.0,2.0,7000.0,400.0,250.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,11.0,2.0,1.0,1.0,3.0,3.0,-0.6,0.05714285714285714,8.2,Medium,ID_84XYJO
3.0,20.0,2.0,1.0,1.0,1.0,2.0,80.0,480.0,960.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,0.5,6.0,5.0,Low,ID_PQV6UU
2.0,51.0,0.0,2.0,1.0,0.0,0.0,60000.0,15000.0,35000.0,5.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.5714285714285714,0.25,10.2,Low,ID_Z9LPHU
3.0,28.0,2.0,1.0,1.0,1.0,1.0,150.0,1440.0,2400.0,7.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.4,9.6,4.0,Low,ID_Q77YY5
0.0,40.0,1.0,2.0,3.0,2.0,2.0,500.0,10000.0,15000.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,3.0,2.0,1.0,3.0,3.0,0.3333333333333333,20.0,40.0,Low,ID_NZ5X51
2.0,35.0,0.0,1.0,1.0,1.0,1.0,350000.0,170000.0,10000000.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,0.0,3.0,3.0,0.983,0.4857142857142857,8.2,Medium,ID_29ASAJ
2.0,37.0,2.0,1.0,1.0,0.0,0.0,700000.0,340000.0,8400000.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.9595238095238096,0.4857142857142857,8.2,Low,ID_5YU3TT
2.0,20.0,2.0,1.0,1.0,0.0,2.0,240000.0,1824000.0,2880000.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.36666666666666664,7.6,10.0,Medium,ID_LUUJ7K
1.0,25.0,2.0,1.0,1.0,0.0,2.0,500.0,400.0,500.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.2,0.8,25.0,Low,ID_7DXJ17
2.0,52.0,0.0,2.0,1.0,1.0,1.0,120000.0,85000.0,450000.0,8.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,0.8111111111111111,0.7083333333333334,6.5,Low,ID_3AH4EM
2.0,39.0,2.0,1.0,1.0,1.0,1.0,600000.0,180000.0,50000.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,-2.6,0.3,9.75,Low,ID_SYM7D0
0.0,41.0,1.0,1.0,1.0,2.0,2.0,2500.0,8760.0,57000.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.8463157894736842,3.504,41.0,Low,ID_1M3JLZ
1.0,29.0,2.0,2.0,0.0,2.0,2.0,5000.0,800.0,1500.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,0.4666666666666667,0.16,29.0,Low,ID_YS0WI4
0.0,76.0,2.0,1.0,1.0,1.0,1.0,3000.0,40000.0,90000.0,30.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,0.5555555555555556,13.333333333333334,2.533333333333333,Low,ID_N42X2E
1.0,59.0,1.0,2.0,1.0,0.0,0.0,40.0,70.0,110.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,0.36363636363636365,1.75,29.5,Low,ID_Q3Q5PC
3.0,41.0,2.0,1.0,1.0,1.0,2.0,250.0,1800.0,1200.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,-0.5,7.2,10.25,Low,ID_FTM6CM
1.0,33.0,2.0,2.0,0.0,2.0,2.0,4500.0,300.0,500.0,7.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,0.4,0.06666666666666667,4.714285714285714,Low,ID_KK1R6L
3.0,36.0,1.0,2.0,1.0,0.0,0.0,30.0,250.0,400.0,13.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.375,8.333333333333334,2.769230769230769,Low,ID_LCSVFX
0.0,39.0,2.0,2.0,3.0,1.0,2.0,1800.0,900.0,1800.0,7.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,11.0,3.0,2.0,1.0,3.0,3.0,0.5,0.5,5.571428571428571,Low,ID_HEYCE4
0.0,36.0,1.0,2.0,1.0,2.0,2.0,15000.0,90000.0,105000.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,7.0,3.0,1.0,1.0,5.0,3.0,0.14285714285714285,6.0,8.2,High,ID_O5URTX
1.0,18.0,2.0,2.0,1.0,1.0,2.0,30.0,70.0,200.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,0.65,2.3333333333333335,6.0,Medium,ID_WNLEPH
3.0,82.0,1.0,1.0,1.0,2.0,2.0,100.0,1200.0,3000.0,30.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.6,12.0,2.7333333333333334,Low,ID_K3FN3L
1.0,35.0,1.0,2.0,1.0,1.0,1.0,3000.0,2000.0,3000.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.3333333333333333,0.6666666666666666,35.0,Low,ID_0ABGB8
3.0,51.0,2.0,1.0,1.0,2.0,2.0,70.0,540.0,840.0,21.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,0.35714285714285715,7.714285714285714,2.4285714285714284,Low,ID_SXAAQF
3.0,38.0,2.0,1.0,1.0,0.0,0.0,400.0,54000.0,90000.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,0.4,135.0,19.0,Low,ID_7A3B0C
2.0,29.0,1.0,1.0,1.0,2.0,2.0,50000.0,80000.0,120000.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,6.0,3.0,2.0,1.0,2.0,3.0,0.3333333333333333,1.6,8.2,Medium,ID_IBRGE8
0.0,67.0,2.0,2.0,1.0,2.0,2.0,500.0,350.0,50.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,5.0,3.0,2.0,1.0,3.0,5.0,-6.0,0.7,4.466666666666667,Low,ID_VHU4BA
3.0,19.0,2.0,1.0,1.0,1.0,2.0,100.0,720.0,10800.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,3.0,1.0,3.0,3.0,0.9333333333333333,7.2,8.2,Low,ID_YE5LLX
2.0,25.0,0.0,1.0,1.0,0.0,0.0,500000.0,140000.0,6000000.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,10.0,3.0,2.0,1.0,3.0,3.0,0.9766666666666667,0.28,8.2,Low,ID_TPG7UV
3.0,27.0,2.0,1.0,1.0,2.0,2.0,25.0,120.0,180.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.3333333333333333,4.8,8.2,Medium,ID_BLZZBL
3.0,54.0,2.0,1.0,1.0,2.0,2.0,700.0,6000.0,18000.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,3.0,2.0,1.0,3.0,3.0,0.6666666666666666,8.571428571428571,5.4,Low,ID_GQ3A7C
0.0,52.0,2.0,1.0,1.0,2.0,2.0,1500.0,1200.0,1500.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,4.0,0.0,10.0,3.0,1.0,1.0,3.0,3.0,0.2,0.8,52.0,Medium,ID_G3MWU4
2.0,23.0,0.0,1.0,1.0,0.0,0.0,1650000.0,1000000.0,1650000.0,10.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.3939393939393939,0.6060606060606061,2.3,Low,ID_TIVEH8
1.0,63.0,1.0,2.0,1.0,0.0,2.0,1000.0,600.0,1000.0,33.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,0.4,0.6,1.9090909090909092,Low,ID_DR756S
3.0,30.0,2.0,1.0,1.0,1.0,1.0,150.0,1080.0,3000.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.64,7.2,10.0,Low,ID_D4KUC8
2.0,36.0,1.0,2.0,1.0,0.0,2.0,590000.0,180000.0,540000.0,11.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,0.6666666666666666,0.3050847457627119,3.272727272727273,Low,ID_X9MY4I
2.0,55.0,0.0,2.0,1.0,2.0,1.0,140000.0,432000.0,560000.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.22857142857142856,3.085714285714286,8.2,Low,ID_KHBEDB
0.0,33.0,1.0,1.0,1.0,2.0,2.0,2000.0,6650.0,16000.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,0.584375,3.325,8.2,Low,ID_XKWQ0Y
0.0,32.0,2.0,1.0,1.0,2.0,2.0,450.0,350.0,950.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,9.0,3.0,2.0,1.0,5.0,3.0,0.631578947368421,0.7777777777777778,8.2,Low,ID_HLU8M8
1.0,59.0,2.0,1.0,3.0,1.0,2.0,150000.0,95000.0,100000.0,10.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,0.05,0.6333333333333333,5.9,Low,ID_IJXM5L
2.0,33.0,1.0,1.0,1.0,1.0,1.0,700000.0,150000.0,675000.0,14.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.7777777777777778,0.21428571428571427,2.357142857142857,Low,ID_PUD6W0
2.0,47.0,0.0,2.0,1.0,0.0,0.0,10000.0,5000.0,8000.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.375,0.5,4.7,Low,ID_E9ZWVI
0.0,54.0,2.0,1.0,1.0,1.0,2.0,2800.0,2600.0,5000.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,6.0,3.0,2.0,1.0,2.0,2.0,0.48,0.9285714285714286,27.0,Medium,ID_7ODKEF
0.0,50.0,1.0,1.0,1.0,2.0,2.0,6000.0,30000.0,60000.0,15.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,5.0,3.0,2.0,1.0,3.0,3.0,0.5,5.0,3.3333333333333335,Low,ID_4R9V4K
0.0,36.0,2.0,2.0,1.0,1.0,2.0,2000.0,10000.0,35000.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,6.0,3.0,2.0,1.0,3.0,3.0,0.7142857142857143,5.0,18.0,Low,ID_NTBZ3M
1.0,46.0,0.0,1.0,1.0,1.0,1.0,5500.0,4500.0,10000.0,17.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,4.0,0.55,0.8181818181818182,2.7058823529411766,Medium,ID_WUDRGT
3.0,38.0,1.0,2.0,1.0,1.0,2.0,50.0,360.0,960.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,0.625,7.2,12.666666666666666,Low,ID_X4SVKK
3.0,47.0,2.0,1.0,1.0,1.0,2.0,80.0,720.0,1800.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,0.6,9.0,47.0,Medium,ID_AXTA8R
0.0,55.0,2.0,2.0,1.0,1.0,2.0,70000.0,200000.0,420000.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,0.5238095238095238,2.857142857142857,55.0,High,ID_EFQJG0
0.0,61.0,2.0,1.0,1.0,2.0,2.0,1000.0,1500.0,2500.0,11.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,6.0,3.0,1.0,1.0,3.0,3.0,0.4,1.5,5.545454545454546,Medium,ID_Z43XZ6
2.0,40.0,0.0,1.0,1.0,0.0,0.0,590000.0,150000.0,6000000.0,7.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.975,0.2542372881355932,5.714285714285714,Low,ID_NRQ277
